species,wavelength_vac_ang,wavelength_unc_ang,lower_level,upper_level,Aki_s-1,fik,nist_source,q_cm-1,q_source,wl_match_ang,f_q,gamma_s-1
Fe V,1321.4900,0.0040,3d3.(2G).4s 3G J=5,3d3.(2H).4p 3H* J=6,3.6e+09,8.5e-02,NIST_ASD_v5.12;L3625;T6653c93,2559,Hu_et_al_2021,1321.4905,8.5e-02,5.81E+09
Fe V,1321.8500,0.0040,3d3.(2H).4s 3H J=4,3d3.(2H).4p 3G* J=4,7.1e+08,2.1e-02,NIST_ASD_v5.12;L3625;T6653c93,2296,Hu_et_al_2021,1321.8507,2.1e-02,7.75E+09
Fe V,1323.0970,0.0040,3d3.(2G).4s 3G J=4,3d3.(2H).4p 3H* J=4,3.6e+07,1.06e-03,NIST_ASD_v5.12;L3625;T6653c93,3435,Hu_et_al_2021,1323.0938,1.1e-03,5.99E+09
Fe V,1323.2690,0.0040,3d3.(2H).4s 3H J=5,3d3.(2H).4p 3G* J=4,7.6e+09,1.8e-01,NIST_ASD_v5.12;L3625;T6653c93,2831,Hu_et_al_2021,1323.2693,1.8e-01,7.75E+09
Ni V,1323.2990,0.0130,3d5.(2G2).4s 1G J=4,3d5.(4F).4p 3D* J=3,7.49e+08,2.18e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1323.5530,0.0220,3d5.(2H).4s 3H J=6,3d5.(2H).4p 3H* J=6,6.25e+09,1.26e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1322,Webb_et_al_2025,1323.557,,
Ni V,1323.5530,0.0220,3d5.(2F1).4s 3F J=3,3d5.(2F1).4p 1G* J=4,1.87e+09,7.03e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1322,Webb_et_al_2025,1323.557,,
Ni V,1323.9890,0.0220,3d5.(4G).4s 3G J=3,3d5.(4G).4p 3H* J=4,8.03e+09,3.01e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2966,Webb_et_al_2025,1323.975,,
Ni V,1323.9890,0.0220,3d5.(4P).4s 5P J=2,3d5.(4P).4p 5D* J=2,2.02e+09,1.06e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2966,Webb_et_al_2025,1323.975,,
Fe V,1324.4030,0.0040,3d3.(2H).4s 3H J=5,3d3.(2H).4p 1I* J=6,2.6e+08,6.3e-03,NIST_ASD_v5.12;L3625;T6653c93,2626,Hu_et_al_2021,1324.4086,6.3e-03,4.98E+09
Ni V,1324.4670,0.0100,3d5.(4P).4s 5P J=2,3d5.(4P).4p 5D* J=1,1.05e+09,5.52e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3533,Webb_et_al_2025,1324.464,,
Ni V,1324.4670,0.0100,3d5.(4G).4s 3G J=4,3d5.(4G).4p 3H* J=4,3.42e+08,9.99e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3533,Webb_et_al_2025,1324.464,,
Ni V,1324.7530,0.0130,3d5.(4P).4s 3P J=2,3d5.(4D).4p 5D* J=3,1.11e+09,5.83e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3491,Webb_et_al_2025,1324.733,,
Ni V,1325.0940,0.0080,3d5.(2F2).4s 1F J=3,3d5.(2F2).4p 1D* J=2,3.68e+09,1.38e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2439,Webb_et_al_2025,1325.094,,
Fe V,1325.7810,0.0040,3d3.(2H).4s 3H J=5,3d3.(2H).4p 3G* J=5,8.2e+08,2.0e-02,NIST_ASD_v5.12;L3625;T6653c93,2978,Hu_et_al_2021,1325.7838,2.0e-02,8.20E+09
Ni V,1325.8240,0.0130,3d5.(2I).4s 1I J=6,3d5.(2I).4p 3H* J=6,1.43e+08,2.91e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1327.1010,0.0040,3d3.(2D2).4s 1D J=2,3d3.(2P).4p 1P* J=1,6.0e+08,3.2e-02,NIST_ASD_v5.12;L3625;T6653c93,3006,Hu_et_al_2021,1327.1006,3.2e-02,6.80E+09
Ni V,1327.4750,0.0130,3d5.(2F2).4s 3F J=3,3d5.(4F).4p 3D* J=2,1.02e+09,3.85e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1327.6420,0.0220,3d5.(2H).4s 3H J=4,3d5.(2F1).4p 3F* J=3,4.00e+08,1.17e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1328.0210,0.0130,3d5.(4P).4s 5P J=1,3d5.(4P).4p 5D* J=1,1.40e+09,1.24e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1329.0250,0.0040,3d3.(2H).4s 3H J=6,3d3.(2H).4p 1I* J=6,1.6e+08,3.3e-03,NIST_ASD_v5.12;L3625;T6653c93,2410,Hu_et_al_2021,1329.0215,3.3e-03,4.98E+09
Ni V,1329.3710,0.0020,3d5.(4G).4s 3G J=4,3d5.(4G).4p 3H* J=5,9.55e+09,2.81e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1330.0640,0.0050,3d5.(2D3).4s 3D J=3,3d5.(2D3).4p 3F* J=2,7.65e+08,2.89e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1330.4010,0.0040,3d3.(2H).4s 3H J=6,3d3.(2H).4p 3G* J=5,9.1e+09,1.86e-01,NIST_ASD_v5.12;L3625;T6653c93,2762,Hu_et_al_2021,1330.4063,1.9e-01,8.20E+09
Fe V,1331.1850,0.0070,3d3.(2D2).4s 3D J=1,3d3.(2D2).4p 3P* J=0,8.6e+08,7.6e-02,NIST_ASD_v5.12;L3625;T6653c93,3763,Hu_et_al_2021,1331.1860,7.6e-02,8.06E+09
Ni V,1331.4140,0.0220,3d5.(2H).4s 3H J=4,3d5.(2F1).4p 3G* J=4,3.95e+08,1.17e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1331.4140,0.0220,3d5.(4D).4s 5D J=1,3d5.(4P).4p 5P* J=1,4.23e+08,3.74e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1331.6400,0.0040,3d3.(2D2).4s 1D J=2,3d3.(2D2).4p 1D* J=2,3.0e+09,1.6e-01,NIST_ASD_v5.12;L3625;T6653c93,2311,Hu_et_al_2021,1331.6390,1.6e-01,1.01E+10
Ni V,1332.0060,0.0050,3d5.(2D3).4s 3D J=2,3d5.(2D3).4p 3F* J=2,1.09e+09,5.81e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1332.8460,0.0220,3d5.(2H).4s 3H J=4,3d5.(2H).4p 3H* J=5,1.87e+09,5.53e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1332.9680,0.0040,3d3.(4P).4s 3P J=2,3d3.(2D2).4p 3D* J=1,2.5e+07,1.3e-03,NIST_ASD_v5.12;L3625;T6653c93,1250,Hu_et_al_2021,1332.9697,1.3e-03,6.17E+09
Ni V,1332.9900,0.0220,3d5.(4D).4s 3D J=3,3d5.(4D).4p 3D* J=2,8.65e+08,3.30e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1332.9900,0.0220,3d5.(4D).4s 3D J=1,3d5.(4D).4p 3D* J=1,1.52e+09,1.35e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1333.3560,0.0020,3d5.(4D).4s 3D J=3,3d5.(4D).4p 5P* J=3,3.60e+09,1.37e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1333.5610,0.0050,3d5.(2H).4s 3H J=5,3d5.(2F1).4p 3G* J=4,3.72e+08,9.01e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1333.9650,0.0020,3d5.(2I).4s 1I J=6,3d5.(2I).4p 1H* J=5,5.78e+09,1.19e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3464,Webb_et_al_2025,1333.964,,
Ni V,1334.1840,0.0220,3d5.(2H).4s 3H J=6,3d5.(2H).4p 3G* J=5,5.95e+09,1.22e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2308,Webb_et_al_2025,1334.205,,
Ni V,1334.1840,0.0220,3d5.(4D).4s 5D J=2,3d5.(4P).4p 5P* J=1,4.71e+08,2.51e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2308,Webb_et_al_2025,1334.205,,
Ni V,1334.1840,0.0220,3d5.(4D).4s 3D J=2,3d5.(4D).4p 3D* J=1,6.72e+08,3.59e-02,"NIST_ASD_v5.12;L3912c164,L21210,c153;T6653c93",2308,Webb_et_al_2025,1334.205,,
Ni V,1334.9840,0.0020,3d5.(2H).4s 3H J=5,3d5.(2H).4p 3H* J=5,5.81e+09,1.41e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1336.0390,0.0040,3d3.(2G).4s 3G J=3,3d3.(2D2).4p 3P* J=2,6.5e+07,2.5e-03,NIST_ASD_v5.12;L3625;T6653c93,3442,Hu_et_al_2021,1336.0377,2.5e-03,4.67E+09
Ni V,1336.1610,0.0020,3d5.(4G).4s 3G J=5,3d5.(4G).4p 3H* J=6,1.15e+10,2.79e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2944,Webb_et_al_2025,1336.160,,
Fe V,1336.2000,0.0300,3d4 1D2 J=2,3d4 1S1 J=0,4.5e+01,2.4e-09,NIST_ASD_v5.12;T9277,,,,,
Ni V,1336.5390,0.0130,3d5.(2D3).4s 3D J=1,3d5.(2D3).4p 3F* J=2,6.55e+08,5.86e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",4603,Webb_et_al_2025,1336.548,,
Ni V,1336.6360,0.0130,3d5.(2H).4s 1H J=5,3d5.(2G2).4p 3F* J=4,1.20e+09,2.91e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1337.0490,0.0220,3d5.(4D).4s 5D J=3,3d5.(4P).4p 5P* J=2,1.28e+09,4.91e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3192,Webb_et_al_2025,1337.074,,
Ni V,1337.0490,0.0220,3d5.(2F1).4s 3F J=4,3d5.(2D3).4p 3F* J=4,2.79e+09,8.31e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3192,Webb_et_al_2025,1337.074,,
Fe V,1337.2870,0.0040,3d3.(2P).4s 3P J=1,3d3.(2D2).4p 3D* J=2,4.0e+08,3.5e-02,NIST_ASD_v5.12;L3625;T6653c93,2724,Hu_et_al_2021,1337.2869,3.5e-02,6.02E+09
Fe V,1338.8080,0.0040,3d3.(2D2).4s 3D J=3,3d3.(2D2).4p 1F* J=3,7.42e+08,2.9e-02,NIST_ASD_v5.12;L3625;T6653c93,2389,Hu_et_al_2021,1338.8076,2.9e-02,9.26E+09
Ni V,1339.0700,0.0100,3d5.(4D).4s 3D J=1,3d5.(4D).4p 3D* J=2,9.05e+08,8.11e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3308,Webb_et_al_2025,1339.065,,
Fe V,1339.6910,0.0040,3d3.(2F).4s 3F J=2,3d3.(2F).4p 3D* J=1,2.9e+09,1.6e-01,NIST_ASD_v5.12;L3625;T6653c93,3128,Hu_et_al_2021,1339.6900,1.6e-01,6.37E+09
Ni V,1340.3530,0.0020,3d5.(4D).4s 3D J=2,3d5.(4D).4p 3D* J=2,2.00e+09,1.08e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3092,Webb_et_al_2025,1340.353,,
Ni V,1341.0680,0.0020,3d5.(4D).4s 5D J=4,3d5.(4P).4p 5P* J=3,2.47e+09,7.41e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3093,Webb_et_al_2025,1341.068,,
Ni V,1342.1790,0.0020,3d5.(4G).4s 3G J=5,3d5.(4G).4p 3F* J=4,6.87e+09,1.69e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3283,Webb_et_al_2025,1342.180,,
Ni V,1342.9000,0.0050,3d5.(2G2).4s 3G J=5,3d5.(2H).4p 3H* J=6,1.91e+09,4.71e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1343.1210,0.0070,3d3.(4F).4s 5F J=2,3d3.(4F).4p 3D* J=3,1.2e+08,6.3e-03,NIST_ASD_v5.12;L3625;T6653c93,3492,Hu_et_al_2021,1343.1108,6.3e-03,3.62E+09
Ni V,1343.6310,0.0130,3d5.(4G).4s 3G J=4,3d5.(4G).4p 3F* J=4,5.84e+08,1.76e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1343.8980,0.0020,3d5.(2H).4s 3H J=4,3d5.(2G2).4p 3H* J=4,3.52e+09,1.06e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3758,Webb_et_al_2025,1343.896,,
Fe V,1345.6110,0.0040,3d3.(2F).4s 3F J=3,3d3.(2F).4p 3D* J=2,4.0e+09,1.5e-01,NIST_ASD_v5.12;L3625;T6653c93,,,,,
Ni V,1347.2190,0.0220,3d5.(4G).4s 3G J=3,3d5.(4G).4p 3F* J=3,5.06e+08,1.97e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1347.7400,0.0050,3d5.(4G).4s 3G J=4,3d5.(4G).4p 3F* J=3,4.96e+09,1.50e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1348.6790,0.0050,3d5.(2G1).4s 1G J=4,3d5.(2G1).4p 3F* J=4,3.06e+08,9.28e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1348.8380,0.0040,3d3.(2F).4s 3F J=2,3d3.(2F).4p 3D* J=2,7.5e+08,4.0e-02,NIST_ASD_v5.12;L3625;T6653c93,,,,,
Ni V,1350.0610,0.0050,3d5.(4D).4s 5D J=4,3d5.(4P).4p 5D* J=4,1.56e+09,4.72e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1350.5350,0.0040,3d3.(4P).4s 3P J=1,3d3.(4P).4p 3D* J=2,1.4e+09,1.27e-01,NIST_ASD_v5.12;L3625;T6653c93,3306,Hu_et_al_2021,1350.5374,1.3e-01,6.41E+09
Fe V,1350.6770,0.0040,3d3.(4P).4s 3P J=1,3d3.(4P).4p 3D* J=1,1.9e+08,1.7e-02,NIST_ASD_v5.12;L3625;T6653c93,3254,Hu_et_al_2021,1350.6724,1.7e-02,6.49E+09
Ni V,1350.8640,0.0130,3d5.(2G2).4s 3G J=5,3d5.(2H).4p 3G* J=4,7.13e+08,1.77e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1350.9480,0.0040,3d3.(4F).4s 5F J=3,3d3.(4F).4p 3D* J=3,6.4e+07,2.5e-03,NIST_ASD_v5.12;L3625;T6653c93,2998,Hu_et_al_2021,1350.9483,2.5e-03,3.62E+09
Ni V,1351.0660,0.0220,3d5.(2F1).4s 1F J=3,3d5.(2F1).4p 3F* J=4,7.37e+07,2.88e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1351.4140,0.0020,3d5.(4G).4s 3G J=3,3d5.(4G).4p 3F* J=2,3.86e+09,1.51e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2187,Webb_et_al_2025,1351.414,,
Fe V,1351.7550,0.0040,3d3.(4F).4s 5F J=1,3d3.(4F).4p 3D* J=2,3.0e+08,2.8e-02,NIST_ASD_v5.12;L3625;T6653c93,3437,Hu_et_al_2021,1351.7563,2.8e-02,3.64E+09
Ni V,1353.1290,0.0050,3d5.(2F2).4s 1F J=3,3d5.(2F2).4p 1G* J=4,2.41e+09,9.46e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1353.8730,0.0050,3d5.(2G2).4s 3G J=5,3d5.(2H).4p 3G* J=5,1.10e+09,2.75e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1354.5300,0.0250,3d5.(4F).4s 5F J=1,3d5.(2D3).4p 1D* J=2,2.19e+08,2.01e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1354.8470,0.0040,3d3.(2F).4s 1F J=3,3d3.(2F).4p 1F* J=3,6.6e+09,2.6e-01,NIST_ASD_v5.12;L3625;T6653c93,,,,,
Ni V,1355.5360,0.0220,3d5.(2F2).4s 3F J=4,3d5.(2G2).4p 3F* J=4,1.51e+09,4.63e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3150,Webb_et_al_2025,1355.553,,
Ni V,1355.5360,0.0220,3d5.(4D).4s 3D J=3,3d5.(4D).4p 3D* J=3,1.23e+09,4.84e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3150,Webb_et_al_2025,1355.553,,
Fe V,1355.6240,0.0040,3d3.(2G).4s 3G J=3,3d3.(2P).4p 1D* J=2,4.7e+08,1.8e-02,NIST_ASD_v5.12;L3625;T6653c93,2385,Hu_et_al_2021,1355.6223,1.8e-02,2.29E+09
Fe V,1356.2320,0.0040,3d3.(2G).4s 3G J=3,3d3.(2G).4p 1F* J=3,7.0e+07,2.6e-03,NIST_ASD_v5.12;L3625;T6653c93,3434,Hu_et_al_2021,1356.2369,2.6e-03,3.61E+09
Fe V,1357.1140,0.0040,3d3.(4F).4s 5F J=2,3d3.(4F).4p 3D* J=2,3.6e+08,2.0e-02,NIST_ASD_v5.12;L3625;T6653c93,3107,Hu_et_al_2021,1357.1121,2.0e-02,3.64E+09
Ni V,1357.4980,0.0020,3d5.(4D).4s 5D J=3,3d5.(4P).4p 5D* J=4,6.29e+08,2.48e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1357.6750,0.0040,3d3.(2F).4s 3F J=4,3d3.(2F).4p 3D* J=3,5.2e+09,1.6e-01,NIST_ASD_v5.12;L3625;T6653c93,2170,Hu_et_al_2021,1357.6760,1.6e-01,6.21E+09
Fe V,1357.8570,0.0040,3d3.(4P).4s 3P J=0,3d3.(2P).4p 3S* J=1,1.2e+08,3.2e-02,NIST_ASD_v5.12;L3625;T6653c93,3657,Hu_et_al_2021,1357.8549,3.2e-02,7.30E+09
Ni V,1358.1600,0.0220,3d5.(4G).4s 3G J=4,3d5.(4P).4p 5P* J=3,6.41e+07,1.97e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1358.3330,0.0220,3d5.(2H).4s 3H J=5,3d5.(2F1).4p 3G* J=5,1.33e+08,3.34e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1358.3330,0.0220,3d5.(2H).4s 1H J=5,3d5.(2H).4p 3I* J=6,6.11e+08,1.54e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1358.3860,0.0040,3d3.(2F).4s 3F J=2,3d3.(2F).4p 1D* J=2,1.7e+08,9.4e-03,NIST_ASD_v5.12;L3625;T6653c93,2416,Hu_et_al_2021,1358.3840,9.4e-03,4.78E+09
Fe V,1358.5670,0.0040,3d3.(2D2).4s 3D J=1,3d3.(2D2).4p 3D* J=2,8.5e+08,7.8e-02,NIST_ASD_v5.12;L3625;T6653c93,3201,Hu_et_al_2021,1358.5646,7.8e-02,6.02E+09
Fe V,1359.0060,0.0040,3d3.(2D1).4s 3D J=3,3d3.(2D1).4p 3F* J=4,9.00e+09,3.6e-01,NIST_ASD_v5.12;L3625;T6653c93,3043,Hu_et_al_2021,1359.0060,3.6e-01,3.57E+09
Fe V,1359.4060,0.0040,3d3.(4F).4s 5F J=1,3d3.(4F).4p 5F* J=1,7.8e+08,7.3e-02,NIST_ASD_v5.12;L3625;T6653c93,3290,Hu_et_al_2021,1359.4034,7.3e-02,3.64E+09
Ni V,1360.8090,0.0130,3d5.(2G2).4s 3G J=4,3d5.(2H).4p 3H* J=5,7.68e+08,2.37e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1361.2790,0.0070,3d3.(4F).4s 5F J=4,3d3.(4F).4p 3D* J=3,8.47e+08,2.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2455,Hu_et_al_2021,1361.2776,1.3e-01,6.62E+09
Fe V,1361.2790,0.0070,3d3.(4P).4s 3P J=2,3d3.(2P).4p 3F* J=3,2.4e+09,1.32e-01,NIST_ASD_v5.12;L3625;T6653c93,2455,Hu_et_al_2021,1361.2776,1.3e-01,6.62E+09
Fe V,1361.4470,0.0040,3d3.(2F).4s 1F J=3,3d3.(2F).4p 1G* J=4,7.4e+09,2.9e-01,NIST_ASD_v5.12;L3625;T6653c93,2521,Hu_et_al_2021,1361.4440,2.9e-01,5.00E+09
Fe V,1361.6920,0.0040,3d3.(2D1).4s 1D J=2,3d3.(2D1).4p 1F* J=3,6.8e+09,3.8e-01,NIST_ASD_v5.12;L3625;T6653c93,,,,,
Fe V,1361.8250,0.0070,3d3.(2F).4s 3F J=4,3d3.(2F).4p 3G* J=5,1.0e+10,3.2e-01,NIST_ASD_v5.12;L3625;T6653c93,3100,Hu_et_al_2021,1361.8280,3.2e-01,3.05E+09
Ni V,1361.8740,0.0220,3d5.(4D).4s 3D J=2,3d5.(4D).4p 5P* J=2,2.16e+05,1.20e-05,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1362.8640,0.0040,3d3.(2D2).4s 3D J=3,3d3.(2D2).4p 3D* J=3,3.5e+09,1.4e-01,NIST_ASD_v5.12;L3625;T6653c93,2361,Hu_et_al_2021,1362.8639,1.4e-01,5.88E+09
Fe V,1363.0770,0.0040,3d3.(4F).4s 5F J=3,3d3.(4F).4p 5F* J=4,2.3e+09,9.2e-02,NIST_ASD_v5.12;L3625;T6653c93,3504,Hu_et_al_2021,1363.0758,9.2e-02,3.85E+09
Fe V,1363.3760,0.0040,3d3.(2G).4s 3G J=5,3d3.(2G).4p 1H* J=5,3.7e+08,9.4e-03,NIST_ASD_v5.12;L3625;T6653c93,2090,Hu_et_al_2021,1363.3665,9.4e-03,2.37E+09
Fe V,1363.6420,0.0040,3d3.(4F).4s 5F J=4,3d3.(4F).4p 5F* J=5,1.9e+09,5.8e-02,NIST_ASD_v5.12;L3625;T6653c93,3206,Hu_et_al_2021,1363.6431,5.8e-02,3.37E+09
Ni V,1363.9220,0.0050,3d5.(4F).4s 5F J=2,3d5.(2D3).4p 3F* J=2,4.65e+08,2.59e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1364.8240,0.0040,3d3.(4F).4s 5F J=2,3d3.(4F).4p 5F* J=1,7.8e+08,4.4e-02,NIST_ASD_v5.12;L3625;T6653c93,2960,Hu_et_al_2021,1364.8201,4.4e-02,3.64E+09
Fe V,1364.9840,0.0070,3d3.(2F).4s 3F J=2,3d3.(2F).4p 3D* J=3,2.7e+08,1.5e-02,NIST_ASD_v5.12;L3625;T6653c93,1860,Hu_et_al_2021,1364.9720,1.5e-02,6.21E+09
Fe V,1364.9840,0.0070,3d3.(2D2).4s 3D J=2,3d3.(2D2).4p 3D* J=3,2.0e+09,1.13e-01,"NIST_ASD_v5.12;L3625,L11803;T6653c93",1860,Hu_et_al_2021,1364.9720,1.5e-02,6.21E+09
Fe V,1365.1150,0.0040,3d3.(4F).4s 5F J=3,3d3.(4F).4p 3D* J=2,1.2e+09,4.7e-02,NIST_ASD_v5.12;L3625;T6653c93,2613,Hu_et_al_2021,1365.1143,4.7e-02,3.64E+09
Fe V,1365.5710,0.0040,3d3.(4F).4s 5F J=2,3d3.(4F).4p 5F* J=3,1.9e+09,1.07e-01,NIST_ASD_v5.12;L3625;T6653c93,4562,Hu_et_al_2021,1365.5742,1.1e-01,4.95E+09
Fe V,1365.8760,0.0040,3d3.(4P).4s 3P J=2,3d3.(4P).4p 3D* J=2,4.8e+08,2.7e-02,NIST_ASD_v5.12;L3625;T6653c93,2303,Hu_et_al_2021,1365.8679,2.7e-02,6.41E+09
Ni V,1366.0200,0.0220,3d5.(2G2).4s 3G J=5,3d5.(2F1).4p 3G* J=4,4.13e+08,1.05e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1366.0200,0.0220,3d5.(2F1).4s 3F J=2,3d5.(2D3).4p 1D* J=2,3.36e+08,1.88e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1366.6830,0.0130,3d5.(2F1).4s 3F J=4,3d5.(2D3).4p 3F* J=3,3.02e+08,9.39e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",612,Webb_et_al_2025,1366.671,,
Fe V,1367.1830,0.0040,3d3.(4P).4s 3P J=1,3d3.(2D2).4p 1P* J=1,1.7e+08,1.6e-02,NIST_ASD_v5.12;L3625;T6653c93,3037,Hu_et_al_2021,1367.1757,1.6e-02,6.90E+09
Ni V,1368.3640,0.0130,3d5.(2G2).4s 3G J=3,3d5.(2G2).4p 3H* J=4,1.82e+09,7.29e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1370.3030,0.0040,3d3.(2H).4s 3H J=6,3d3.(2H).4p 1H* J=5,6.6e+08,1.4e-02,NIST_ASD_v5.12;L3625;T6653c93,1606,Hu_et_al_2021,1370.3038,1.4e-02,1.17E+10
Fe V,1370.9470,0.0040,3d3.(4F).4s 5F J=1,3d3.(4F).4p 5F* J=2,9.5e+08,8.9e-02,NIST_ASD_v5.12;L3625;T6653c93,3905,Hu_et_al_2021,1370.9419,8.9e-02,6.02E+09
Fe V,1371.2170,0.0040,3d3.(2G).4s 3G J=4,3d3.(2G).4p 1G* J=4,4.0e+08,1.3e-02,NIST_ASD_v5.12;L3625;T6653c93,2272,Hu_et_al_2021,1371.2188,1.3e-02,5.95E+09
Fe V,1371.9870,0.0040,3d3.(2D2).4s 3D J=1,3d3.(2D2).4p 3D* J=1,1.5e+09,1.4e-01,NIST_ASD_v5.12;L3625;T6653c93,2311,Hu_et_al_2021,1371.9858,1.4e-01,6.17E+09
Ni V,1372.5450,0.0220,3d5.(2D3).4s 1D J=2,3d5.(2D3).4p 3P* J=2,9.85e+07,5.57e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1372.5450,0.0220,3d5.(4D).4s 5D J=0,3d5.(4G).4p 5F* J=1,2.89e+08,8.17e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1372.5450,0.0220,3d5.(2F1).4s 3F J=2,3d5.(2D3).4p 3F* J=3,7.77e+07,4.39e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1372.6510,0.0040,3d3.(2D2).4s 3D J=3,3d3.(2D2).4p 3D* J=2,3.4e+08,1.4e-02,NIST_ASD_v5.12;L3625;T6653c93,2112,Hu_et_al_2021,1372.6536,1.4e-02,6.02E+09
Ni V,1373.4060,0.0050,3d5.(4D).4s 5D J=1,3d5.(4G).4p 5F* J=2,4.10e+08,3.87e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1373.5870,0.0040,3d3.(4F).4s 5F J=4,3d3.(4F).4p 5F* J=4,6.5e+09,2.0e-01,NIST_ASD_v5.12;L3625;T6653c93,2869,Hu_et_al_2021,1373.5868,2.0e-01,3.85E+09
